model,query_idx,condition,length_ratio,token_overlap,cmsc
qwen2_audio_7b,807,storytelling,0.1703,0.0345,0.1024
qwen2_audio_7b,808,storytelling,0.7892,0.027,0.4081
qwen2_audio_7b,809,storytelling,0.5781,0.0096,0.2939
qwen2_audio_7b,810,storytelling,0.8805,0.066,0.4733
qwen2_audio_7b,811,storytelling,0.5169,0.0392,0.2781
qwen2_audio_7b,812,storytelling,0.4771,0.0612,0.2692
qwen2_audio_7b,813,storytelling,0.5886,0.0182,0.3034
qwen2_audio_7b,814,storytelling,0.7243,0.0522,0.3882
qwen2_audio_7b,815,storytelling,0.822,0.064,0.443
qwen2_audio_7b,816,storytelling,0.7376,0.0323,0.3849
qwen2_audio_7b,817,storytelling,0.604,0.0348,0.3194
qwen2_audio_7b,818,storytelling,0.7407,0.0469,0.3938
qwen2_audio_7b,819,storytelling,0.6637,0.0435,0.3536
qwen2_audio_7b,820,storytelling,0.904,0.0769,0.4905
qwen2_audio_7b,821,storytelling,0.4481,0.0714,0.2598
qwen2_audio_7b,822,storytelling,0.9229,0.0588,0.4909
qwen2_audio_7b,823,storytelling,0.8231,0.0294,0.4263
qwen2_audio_7b,824,storytelling,0.5222,0.0159,0.269
qwen2_audio_7b,825,storytelling,0.8324,0.0458,0.4391
qwen2_audio_7b,826,storytelling,0.8742,0.0632,0.4687
qwen2_audio_7b,827,storytelling,0.6967,0.0684,0.3826
qwen2_audio_7b,828,storytelling,0.5659,0.0515,0.3087
qwen2_audio_7b,829,storytelling,0.6377,0.0,0.3188
qwen2_audio_7b,830,storytelling,0.6816,0.0521,0.3668
qwen2_audio_7b,831,storytelling,0.9514,0.0391,0.4952
qwen2_audio_7b,832,storytelling,0.9609,0.1429,0.5519
qwen2_audio_7b,833,storytelling,0.8921,0.0721,0.4821
qwen2_audio_7b,834,storytelling,0.8669,0.0648,0.4659
qwen2_audio_7b,835,storytelling,0.8867,0.0619,0.4743
qwen2_audio_7b,836,storytelling,0.6975,0.0391,0.3683
qwen2_audio_7b,837,storytelling,0.3677,0.0,0.1839
qwen2_audio_7b,838,storytelling,0.6928,0.0385,0.3656
qwen2_audio_7b,839,storytelling,0.6041,0.0849,0.3445
qwen2_audio_7b,840,storytelling,0.6903,0.072,0.3811
qwen2_audio_7b,841,storytelling,0.5487,0.0727,0.3107
qwen2_audio_7b,842,storytelling,0.8525,0.0155,0.434
qwen2_audio_7b,843,storytelling,0.7719,0.0226,0.3972
qwen2_audio_7b,844,storytelling,0.5743,0.035,0.3046
qwen2_audio_7b,845,storytelling,0.9313,0.0075,0.4694
qwen2_audio_7b,846,storytelling,0.7844,0.0946,0.4395
qwen2_audio_7b,847,storytelling,0.783,0.0481,0.4155
qwen2_audio_7b,848,storytelling,0.6876,0.0147,0.3511
qwen2_audio_7b,849,storytelling,0.6412,0.1059,0.3736
qwen2_audio_7b,850,storytelling,0.959,0.0479,0.5035
qwen2_audio_7b,851,storytelling,0.4008,0.0137,0.2073
qwen2_audio_7b,852,storytelling,0.8239,0.0577,0.4408
qwen2_audio_7b,853,storytelling,0.6663,0.0625,0.3644
qwen2_audio_7b,854,storytelling,0.9188,0.0171,0.4679
qwen2_audio_7b,855,storytelling,0.9437,0.1415,0.5426
qwen2_audio_7b,856,storytelling,0.7189,0.0303,0.3746
qwen2_audio_7b,857,storytelling,0.8822,0.0556,0.4689
qwen2_audio_7b,858,storytelling,0.7791,0.0458,0.4124
qwen2_audio_7b,859,storytelling,0.0631,0.0,0.0315
qwen2_audio_7b,860,storytelling,0.7479,0.068,0.4079
qwen2_audio_7b,861,storytelling,0.8897,0.0694,0.4796
qwen2_audio_7b,862,storytelling,0.8717,0.0252,0.4484
qwen2_audio_7b,863,storytelling,0.5945,0.0485,0.3215
qwen2_audio_7b,864,storytelling,0.62,0.0227,0.3214
qwen2_audio_7b,865,storytelling,0.6503,0.0472,0.3487
qwen2_audio_7b,866,storytelling,0.9061,0.0588,0.4825
qwen2_audio_7b,867,storytelling,0.8354,0.0545,0.445
qwen2_audio_7b,868,storytelling,0.6229,0.0574,0.3401
qwen2_audio_7b,869,storytelling,0.7279,0.0459,0.3869
qwen2_audio_7b,870,storytelling,0.5889,0.0206,0.3048
qwen2_audio_7b,871,storytelling,0.6379,0.0693,0.3536
qwen2_audio_7b,872,storytelling,0.5256,0.0714,0.2985
qwen2_audio_7b,873,storytelling,0.6704,0.0377,0.3541
qwen2_audio_7b,874,storytelling,0.4276,0.0693,0.2484
qwen2_audio_7b,875,storytelling,0.7725,0.0574,0.4149
qwen2_audio_7b,876,storytelling,0.7137,0.042,0.3779
qwen2_audio_7b,877,storytelling,0.7468,0.0845,0.4156
qwen2_audio_7b,878,storytelling,0.4995,0.0545,0.277
qwen2_audio_7b,879,storytelling,0.989,0.0288,0.5089
qwen2_audio_7b,880,storytelling,0.549,0.0556,0.3023
qwen2_audio_7b,881,storytelling,0.829,0.0707,0.4498
qwen2_audio_7b,882,storytelling,0.5075,0.0,0.2538
qwen2_audio_7b,883,storytelling,0.5226,0.0755,0.299
qwen2_audio_7b,884,storytelling,0.6977,0.0238,0.3607
qwen2_audio_7b,885,storytelling,0.5956,0.0551,0.3254
qwen2_audio_7b,886,storytelling,0.63,0.0721,0.3511
qwen2_audio_7b,887,storytelling,0.4952,0.04,0.2676
qwen2_audio_7b,888,storytelling,0.9508,0.0762,0.5135
qwen2_audio_7b,889,storytelling,0.5535,0.0588,0.3062
qwen2_audio_7b,890,storytelling,0.7785,0.0493,0.4139
qwen2_audio_7b,891,storytelling,0.6354,0.087,0.3612
qwen2_audio_7b,892,storytelling,0.5585,0.0584,0.3085
qwen2_audio_7b,893,storytelling,0.9769,0.0303,0.5036
qwen2_audio_7b,894,storytelling,0.8254,0.0174,0.4214
qwen2_audio_7b,895,storytelling,0.7865,0.0566,0.4216
qwen2_audio_7b,896,storytelling,0.6622,0.0714,0.3668
qwen2_audio_7b,897,storytelling,0.5661,0.0769,0.3215
qwen2_audio_7b,898,storytelling,0.8307,0.0854,0.4581
qwen2_audio_7b,899,storytelling,0.9456,0.0746,0.5101
qwen2_audio_7b,900,storytelling,0.5852,0.0439,0.3145
qwen2_audio_7b,901,storytelling,0.6039,0.0093,0.3066
qwen2_audio_7b,902,storytelling,0.6292,0.0526,0.3409
qwen2_audio_7b,903,storytelling,0.5269,0.0206,0.2738
qwen2_audio_7b,904,storytelling,0.7897,0.0727,0.4312
qwen2_audio_7b,905,storytelling,0.0675,0.0,0.0337
qwen2_audio_7b,906,storytelling,0.5269,0.0702,0.2985
qwen2_audio_7b,907,storytelling,0.1,0.0159,0.0579
qwen2_audio_7b,908,storytelling,0.705,0.0678,0.3864
qwen2_audio_7b,909,storytelling,0.5458,0.049,0.2974
qwen2_audio_7b,910,storytelling,0.1222,0.0,0.0611
qwen2_audio_7b,911,storytelling,0.7187,0.0702,0.3944
qwen2_audio_7b,912,storytelling,0.4264,0.0577,0.242
qwen2_audio_7b,913,storytelling,0.8676,0.049,0.4583
qwen2_audio_7b,914,storytelling,0.5433,0.0571,0.3002
qwen2_audio_7b,915,storytelling,0.5111,0.0632,0.2871
qwen2_audio_7b,916,storytelling,0.6479,0.0465,0.3472
qwen2_audio_7b,917,storytelling,0.4319,0.0481,0.24
qwen2_audio_7b,918,storytelling,0.7114,0.0796,0.3955
qwen2_audio_7b,919,storytelling,0.6593,0.0215,0.3404
qwen2_audio_7b,920,storytelling,0.5785,0.066,0.3223
qwen2_audio_7b,921,storytelling,0.7154,0.1429,0.4292
qwen2_audio_7b,922,storytelling,0.6601,0.04,0.35
qwen2_audio_7b,923,storytelling,0.6787,0.0625,0.3706
qwen2_audio_7b,924,storytelling,0.1805,0.0112,0.0959
qwen2_audio_7b,925,storytelling,0.0495,0.0,0.0247
qwen2_audio_7b,926,storytelling,0.7312,0.0851,0.4081
qwen2_audio_7b,927,storytelling,0.7955,0.0889,0.4422
qwen2_audio_7b,928,storytelling,0.4768,0.0606,0.2687
qwen2_audio_7b,929,storytelling,0.4096,0.0385,0.224
qwen2_audio_7b,930,storytelling,0.8299,0.0583,0.4441
qwen2_audio_7b,931,storytelling,0.6159,0.0632,0.3395
qwen2_audio_7b,932,storytelling,0.9065,0.042,0.4742
qwen2_audio_7b,933,storytelling,0.6231,0.0367,0.3299
qwen2_audio_7b,934,storytelling,0.6614,0.0642,0.3628
qwen2_audio_7b,935,storytelling,0.9551,0.0,0.4775
qwen2_audio_7b,936,storytelling,0.474,0.0263,0.2502
qwen2_audio_7b,937,storytelling,0.8096,0.0932,0.4514
qwen2_audio_7b,938,storytelling,0.7598,0.0796,0.4197
qwen2_audio_7b,939,storytelling,0.8828,0.0579,0.4703
qwen2_audio_7b,940,storytelling,0.5774,0.0481,0.3127
qwen2_audio_7b,941,storytelling,0.5922,0.046,0.3191
qwen2_audio_7b,942,storytelling,0.6766,0.0504,0.3635
qwen2_audio_7b,943,storytelling,0.4342,0.0098,0.222
qwen2_audio_7b,944,storytelling,0.7534,0.0339,0.3936
qwen2_audio_7b,945,storytelling,0.6229,0.0154,0.3191
qwen2_audio_7b,946,storytelling,0.8402,0.0759,0.4581
qwen2_audio_7b,947,storytelling,0.5567,0.0,0.2783
qwen2_audio_7b,948,storytelling,0.5976,0.0089,0.3032
qwen2_audio_7b,949,storytelling,0.7589,0.0254,0.3921
qwen2_audio_7b,950,storytelling,0.237,0.0217,0.1294
qwen2_audio_7b,951,storytelling,0.7066,0.0645,0.3856
qwen2_audio_7b,952,storytelling,0.8477,0.0309,0.4393
qwen2_audio_7b,953,storytelling,0.9297,0.1429,0.5363
qwen2_audio_7b,954,storytelling,0.5549,0.0467,0.3008
qwen2_audio_7b,955,storytelling,0.5072,0.0598,0.2835
qwen2_audio_7b,956,storytelling,0.6667,0.0339,0.3503
qwen2_audio_7b,957,storytelling,0.8119,0.0299,0.4209
qwen2_audio_7b,958,storytelling,0.6166,0.0342,0.3254
qwen2_audio_7b,959,storytelling,0.9074,0.0476,0.4775
qwen2_audio_7b,960,storytelling,0.707,0.0619,0.3845
qwen2_audio_7b,961,storytelling,0.5722,0.1158,0.344
qwen2_audio_7b,962,storytelling,0.9695,0.0167,0.4931
qwen2_audio_7b,963,storytelling,0.6608,0.0417,0.3512
qwen2_audio_7b,964,storytelling,0.619,0.0588,0.3389
qwen2_audio_7b,965,storytelling,0.8473,0.0455,0.4464
qwen2_audio_7b,966,storytelling,0.5108,0.0696,0.2902
qwen2_audio_7b,967,storytelling,0.4704,0.0291,0.2498
qwen2_audio_7b,968,storytelling,0.8167,0.0075,0.4121
qwen2_audio_7b,969,storytelling,0.8142,0.0687,0.4414
qwen2_audio_7b,970,storytelling,0.7314,0.1,0.4157
qwen2_audio_7b,971,storytelling,0.7296,0.0097,0.3696
qwen2_audio_7b,972,storytelling,0.5648,0.0472,0.306
qwen2_audio_7b,973,storytelling,0.9863,0.0521,0.5192
qwen2_audio_7b,974,storytelling,0.7086,0.0588,0.3837
qwen2_audio_7b,975,storytelling,0.8209,0.0442,0.4326
qwen2_audio_7b,976,storytelling,0.5879,0.0268,0.3073
qwen2_audio_7b,977,storytelling,0.5775,0.094,0.3358
qwen2_audio_7b,978,storytelling,0.72,0.0394,0.3797
qwen2_audio_7b,979,storytelling,0.6436,0.0492,0.3464
qwen2_audio_7b,980,storytelling,0.7601,0.045,0.4026
qwen2_audio_7b,981,storytelling,0.9244,0.0282,0.4763
qwen2_audio_7b,982,storytelling,0.5926,0.0259,0.3092
qwen2_audio_7b,983,storytelling,0.8995,0.102,0.5008
qwen2_audio_7b,984,storytelling,0.6042,0.0545,0.3294
qwen2_audio_7b,985,storytelling,0.6869,0.0,0.3435
qwen2_audio_7b,986,storytelling,0.6378,0.018,0.3279
qwen2_audio_7b,987,storytelling,0.9369,0.0813,0.5091
qwen2_audio_7b,988,storytelling,0.7433,0.0551,0.3992
qwen2_audio_7b,989,storytelling,0.8287,0.0492,0.4389
qwen2_audio_7b,990,storytelling,0.7232,0.0787,0.401
qwen2_audio_7b,991,storytelling,0.8569,0.1068,0.4819
qwen2_audio_7b,992,storytelling,0.6807,0.0625,0.3716
qwen2_audio_7b,993,storytelling,0.2006,0.0,0.1003
qwen2_audio_7b,994,storytelling,0.5596,0.0897,0.3247
qwen2_audio_7b,995,storytelling,0.6375,0.0485,0.343
qwen2_audio_7b,996,storytelling,0.5444,0.0505,0.2974
qwen2_audio_7b,997,storytelling,0.7783,0.0684,0.4233
qwen2_audio_7b,998,storytelling,0.405,0.0,0.2025
qwen2_audio_7b,999,storytelling,0.9151,0.08,0.4976
qwen2_audio_7b,1000,storytelling,0.9351,0.0508,0.493
qwen2_audio_7b,1001,storytelling,0.6527,0.0513,0.352
qwen2_audio_7b,1002,storytelling,0.9265,0.1261,0.5263
qwen2_audio_7b,1003,storytelling,0.7752,0.0667,0.4209
qwen2_audio_7b,1004,storytelling,0.6912,0.0654,0.3783
qwen2_audio_7b,1005,storytelling,0.459,0.06,0.2595
qwen2_audio_7b,1006,storytelling,0.8372,0.0551,0.4462
qwen2_audio_7b,1007,storytelling,0.8321,0.0811,0.4566
qwen2_audio_7b,1008,storytelling,0.9225,0.0667,0.4946
qwen2_audio_7b,1009,storytelling,0.9537,0.0667,0.5102
qwen2_audio_7b,1010,storytelling,0.8086,0.0698,0.4392
qwen2_audio_7b,1011,storytelling,0.9278,0.094,0.5109
qwen2_audio_7b,1012,storytelling,0.8291,0.0392,0.4342
qwen2_audio_7b,1013,storytelling,0.9087,0.0566,0.4826
qwen2_audio_7b,1014,storytelling,0.9286,0.0588,0.4937
qwen2_audio_7b,1015,storytelling,0.915,0.0976,0.5063
qwen2_audio_7b,1016,storytelling,0.9128,0.0744,0.4936
qwen2_audio_7b,1017,storytelling,0.7834,0.0726,0.428
qwen2_audio_7b,1018,storytelling,0.9738,0.0744,0.5241
qwen2_audio_7b,1019,storytelling,0.7169,0.0714,0.3942
qwen2_audio_7b,1020,storytelling,0.8215,0.0575,0.4395
qwen2_audio_7b,1021,storytelling,0.6827,0.0504,0.3666
qwen2_audio_7b,1022,storytelling,0.9614,0.0662,0.5138
qwen2_audio_7b,1023,storytelling,0.7775,0.1062,0.4418
qwen2_audio_7b,1024,storytelling,0.9447,0.0901,0.5174
qwen2_audio_7b,1025,storytelling,0.9784,0.0935,0.5359
qwen2_audio_7b,1026,storytelling,0.9927,0.0583,0.5255
qwen2_audio_7b,1027,storytelling,0.802,0.0465,0.4242
qwen2_audio_7b,1028,storytelling,0.937,0.1121,0.5245
qwen2_audio_7b,1029,storytelling,0.8401,0.0678,0.454
qwen2_audio_7b,1030,storytelling,0.9499,0.0948,0.5224
qwen2_audio_7b,1031,storytelling,0.722,0.061,0.3915
qwen2_audio_7b,1032,storytelling,0.7876,0.0094,0.3985
qwen2_audio_7b,1033,storytelling,0.8582,0.1024,0.4803
qwen2_audio_7b,1034,storytelling,0.9539,0.0534,0.5037
qwen2_audio_7b,1035,storytelling,0.531,0.0097,0.2704
qwen2_audio_7b,1036,storytelling,0.7173,0.0698,0.3935
qwen2_audio_7b,1037,storytelling,0.8744,0.0579,0.4661
qwen2_audio_7b,1038,storytelling,0.5025,0.0,0.2512
qwen2_audio_7b,1039,storytelling,0.9257,0.0588,0.4922
qwen2_audio_7b,1040,storytelling,0.7212,0.0662,0.3937
qwen2_audio_7b,1041,storytelling,0.9697,0.0566,0.5132
qwen2_audio_7b,1042,storytelling,0.9141,0.0467,0.4804
qwen2_audio_7b,1043,storytelling,0.921,0.0603,0.4907
qwen2_audio_7b,1044,storytelling,0.685,0.0312,0.3581
qwen2_audio_7b,1045,storytelling,0.8519,0.0734,0.4626
qwen2_audio_7b,1046,storytelling,0.7428,0.0123,0.3776
qwen2_audio_7b,1047,storytelling,0.8139,0.0702,0.4421
qwen2_audio_7b,1048,storytelling,0.8894,0.1705,0.5299
qwen2_audio_7b,1049,storytelling,0.805,0.0469,0.4259
qwen2_audio_7b,1050,storytelling,0.9,0.1161,0.508
qwen2_audio_7b,1051,storytelling,0.8799,0.0376,0.4587
qwen2_audio_7b,1052,storytelling,0.7988,0.0636,0.4312
qwen2_audio_7b,1053,storytelling,0.7284,0.0932,0.4108
qwen2_audio_7b,1054,storytelling,0.7584,0.0709,0.4146
qwen2_audio_7b,1055,storytelling,0.8421,0.05,0.4461
qwen2_audio_7b,1056,storytelling,0.7083,0.0667,0.3875
qwen2_audio_7b,1057,storytelling,0.7691,0.0481,0.4086
qwen2_audio_7b,1058,storytelling,0.9003,0.0737,0.487
qwen2_audio_7b,1059,storytelling,0.7282,0.0636,0.3959
qwen2_audio_7b,1060,storytelling,0.6282,0.0571,0.3427
qwen2_audio_7b,1061,storytelling,0.9244,0.0625,0.4935
qwen2_audio_7b,1062,storytelling,0.841,0.0909,0.4659
qwen2_audio_7b,1063,storytelling,0.9821,0.0408,0.5115
qwen2_audio_7b,1064,storytelling,0.85,0.0543,0.4521
qwen2_audio_7b,1065,storytelling,0.8379,0.0667,0.4523
qwen2_audio_7b,1066,storytelling,0.8719,0.0902,0.481
qwen2_audio_7b,1067,storytelling,0.8851,0.055,0.4701
qwen2_audio_7b,1068,storytelling,0.4933,0.0536,0.2734
qwen2_audio_7b,1069,storytelling,0.8498,0.0734,0.4616
qwen2_audio_7b,1070,storytelling,0.6617,0.0303,0.346
qwen2_audio_7b,1071,storytelling,0.7764,0.0562,0.4163
qwen2_audio_7b,1072,storytelling,0.8623,0.0,0.4312
qwen2_audio_7b,1073,storytelling,0.6168,0.0469,0.3319
qwen2_audio_7b,1074,storytelling,0.925,0.0738,0.4994
qwen2_audio_7b,1075,storytelling,0.7743,0.0809,0.4276
qwen2_audio_7b,1076,storytelling,0.6854,0.0745,0.3799
qwen2_audio_7b,1077,storytelling,0.724,0.0842,0.4041
qwen2_audio_7b,1078,storytelling,0.9568,0.0463,0.5015
qwen2_audio_7b,1079,storytelling,0.9346,0.0795,0.5071
qwen2_audio_7b,1080,storytelling,0.8848,0.053,0.4689
qwen2_audio_7b,1081,storytelling,0.648,0.0636,0.3558
qwen2_audio_7b,1082,storytelling,0.7119,0.05,0.3809
qwen2_audio_7b,1083,storytelling,0.9552,0.0,0.4776
qwen2_audio_7b,1084,storytelling,0.3546,0.0462,0.2004
qwen2_audio_7b,1085,storytelling,0.8601,0.0448,0.4524
qwen2_audio_7b,1086,storytelling,0.9776,0.0971,0.5373
qwen2_audio_7b,1087,storytelling,0.7131,0.1167,0.4149
qwen2_audio_7b,1088,storytelling,0.9851,0.0556,0.5203
qwen2_audio_7b,1089,storytelling,0.8239,0.0492,0.4366
qwen2_audio_7b,1090,storytelling,0.7407,0.1053,0.423
qwen2_audio_7b,1091,storytelling,0.8005,0.0853,0.4429
qwen2_audio_7b,1092,storytelling,0.8892,0.0583,0.4738
qwen2_audio_7b,1093,storytelling,0.7966,0.0349,0.4157
qwen2_audio_7b,1094,storytelling,0.6636,0.0615,0.3626
qwen2_audio_7b,1095,storytelling,0.9227,0.0654,0.4941
qwen2_audio_7b,1096,storytelling,0.723,0.1008,0.4119
qwen2_audio_7b,1097,storytelling,0.7037,0.0891,0.3964
qwen2_audio_7b,1098,storytelling,0.8099,0.0854,0.4476
qwen2_audio_7b,1099,storytelling,0.9752,0.0656,0.5204
qwen2_audio_7b,1100,storytelling,0.6825,0.0614,0.372
qwen2_audio_7b,1101,storytelling,0.9198,0.0755,0.4977
qwen2_audio_7b,1102,storytelling,0.9576,0.0325,0.495
qwen2_audio_7b,1103,storytelling,0.9549,0.0575,0.5062
qwen2_audio_7b,1104,storytelling,0.5743,0.0909,0.3326
qwen2_audio_7b,1105,storytelling,0.764,0.0769,0.4205
qwen2_audio_7b,1106,storytelling,0.7629,0.0588,0.4109
qwen2_audio_7b,1107,storytelling,0.104,0.0256,0.0648
qwen2_audio_7b,1108,storytelling,0.8303,0.0357,0.433
qwen2_audio_7b,1109,storytelling,0.9182,0.0431,0.4807
qwen2_audio_7b,1110,storytelling,0.5136,0.0541,0.2838
qwen2_audio_7b,1111,storytelling,0.7467,0.0909,0.4188
qwen2_audio_7b,1112,storytelling,0.7329,0.0476,0.3903
qwen2_audio_7b,1113,storytelling,0.5452,0.0254,0.2853
qwen2_audio_7b,1114,storytelling,0.9882,0.0549,0.5216
qwen2_audio_7b,1115,storytelling,0.6407,0.0427,0.3417
qwen2_audio_7b,1116,storytelling,0.9182,0.0545,0.4864
qwen2_audio_7b,1117,storytelling,0.5688,0.0303,0.2996
qwen2_audio_7b,1118,storytelling,0.8385,0.087,0.4627
qwen2_audio_7b,1119,storytelling,0.8993,0.0923,0.4958
qwen2_audio_7b,1120,storytelling,0.8779,0.0787,0.4783
qwen2_audio_7b,1121,storytelling,0.4557,0.0896,0.2726
qwen2_audio_7b,1122,storytelling,0.9413,0.0744,0.5079
qwen2_audio_7b,1123,storytelling,0.8622,0.0354,0.4488
qwen2_audio_7b,1124,storytelling,0.84,0.0588,0.4494
qwen2_audio_7b,1125,storytelling,0.8343,0.0714,0.4528
qwen2_audio_7b,1126,storytelling,0.8344,0.0598,0.4471
qwen2_audio_7b,1127,storytelling,0.8335,0.0379,0.4357
qwen2_audio_7b,1128,storytelling,0.95,0.0943,0.5222
qwen2_audio_7b,1129,storytelling,0.8702,0.0614,0.4658
qwen2_audio_7b,1130,storytelling,0.6903,0.025,0.3577
qwen2_audio_7b,1131,storytelling,0.9408,0.0722,0.5065
qwen2_audio_7b,1132,storytelling,0.6124,0.075,0.3437
qwen2_audio_7b,1133,storytelling,0.7443,0.03,0.3871
qwen2_audio_7b,1134,storytelling,0.8801,0.0745,0.4773
qwen2_audio_7b,1135,storytelling,0.9467,0.0687,0.5077
qwen2_audio_7b,1136,storytelling,0.8671,0.0407,0.4539
qwen2_audio_7b,1137,storytelling,0.7424,0.0698,0.4061
qwen2_audio_7b,1138,storytelling,0.8106,0.0709,0.4407
qwen2_audio_7b,1139,storytelling,0.6933,0.0221,0.3577
qwen2_audio_7b,1140,storytelling,0.9485,0.0738,0.5111
qwen2_audio_7b,1141,storytelling,0.6702,0.0161,0.3432
qwen2_audio_7b,1142,storytelling,0.8869,0.0545,0.4707
qwen2_audio_7b,1143,storytelling,0.7126,0.0693,0.391
qwen2_audio_7b,1144,storytelling,0.6436,0.0561,0.3499
qwen2_audio_7b,1145,storytelling,0.9286,0.056,0.4923
qwen2_audio_7b,1146,storytelling,0.6652,0.0594,0.3623
qwen2_audio_7b,1147,storytelling,0.8144,0.05,0.4322
qwen2_audio_7b,1148,storytelling,0.8515,0.037,0.4443
qwen2_audio_7b,1149,storytelling,0.8355,0.0561,0.4458
qwen2_audio_7b,1150,storytelling,0.7474,0.036,0.3917
qwen2_audio_7b,1151,storytelling,0.9512,0.0464,0.4988
qwen2_audio_7b,1152,storytelling,0.9423,0.0813,0.5118
qwen2_audio_7b,1153,storytelling,0.7003,0.0899,0.3951
qwen2_audio_7b,1154,storytelling,0.7466,0.0725,0.4095
qwen2_audio_7b,1155,storytelling,0.9842,0.0444,0.5143
qwen2_audio_7b,1156,storytelling,0.4504,0.0,0.2252
qwen2_audio_7b,1157,storytelling,0.8496,0.0488,0.4492
qwen2_audio_7b,1158,storytelling,0.8818,0.0588,0.4703
qwen2_audio_7b,1159,storytelling,0.6726,0.0721,0.3723
qwen2_audio_7b,1160,storytelling,0.7065,0.0654,0.386
qwen2_audio_7b,1161,storytelling,0.7825,0.049,0.4157
qwen2_audio_7b,1162,storytelling,0.1598,0.0179,0.0889
qwen2_audio_7b,1163,storytelling,0.9985,0.0556,0.527
qwen2_audio_7b,1164,storytelling,0.9935,0.0828,0.5381
qwen2_audio_7b,1165,storytelling,0.5089,0.0,0.2544
qwen2_audio_7b,1166,storytelling,0.991,0.0611,0.526
qwen2_audio_7b,1167,storytelling,0.7018,0.0515,0.3766
qwen2_audio_7b,1168,storytelling,0.7456,0.0577,0.4017
qwen2_audio_7b,1169,storytelling,0.9505,0.0822,0.5163
qwen2_audio_7b,1170,storytelling,0.7886,0.113,0.4508
qwen2_audio_7b,1171,storytelling,0.9356,0.0652,0.5004
qwen2_audio_7b,1172,storytelling,0.9399,0.0794,0.5096
qwen2_audio_7b,1173,storytelling,0.9491,0.0769,0.513
qwen2_audio_7b,1174,storytelling,0.9859,0.0902,0.5381
qwen2_audio_7b,1175,storytelling,0.6079,0.0105,0.3092
qwen2_audio_7b,1176,storytelling,0.6332,0.075,0.3541
qwen2_audio_7b,1177,storytelling,0.6306,0.0714,0.351
qwen2_audio_7b,1178,storytelling,0.81,0.0413,0.4256
qwen2_audio_7b,1179,storytelling,0.9088,0.0423,0.4755
qwen2_audio_7b,1180,storytelling,0.823,0.0769,0.4499
qwen2_audio_7b,1181,storytelling,0.8303,0.0171,0.4237
qwen2_audio_7b,1182,storytelling,0.954,0.0705,0.5123
qwen2_audio_7b,1183,storytelling,0.8265,0.0565,0.4415
qwen2_audio_7b,1184,storytelling,0.8983,0.0917,0.495
qwen2_audio_7b,1185,storytelling,0.9806,0.0985,0.5396
qwen2_audio_7b,1186,storytelling,0.9892,0.0889,0.5391
qwen2_audio_7b,1187,storytelling,0.6465,0.0611,0.3538
qwen2_audio_7b,1188,storytelling,0.8685,0.0533,0.4609
qwen2_audio_7b,1189,storytelling,0.6143,0.0556,0.3349
qwen2_audio_7b,1190,storytelling,0.7436,0.0458,0.3947
qwen2_audio_7b,1191,storytelling,0.9401,0.1014,0.5207
qwen2_audio_7b,1192,storytelling,0.8738,0.0588,0.4663
qwen2_audio_7b,1193,storytelling,0.8975,0.0745,0.486
qwen2_audio_7b,1194,storytelling,0.7695,0.0427,0.4061
qwen2_audio_7b,1195,storytelling,0.8003,0.028,0.4142
qwen2_audio_7b,1196,storytelling,0.9744,0.0448,0.5096
qwen2_audio_7b,1197,storytelling,0.6789,0.0965,0.3877
qwen2_audio_7b,1198,storytelling,0.0922,0.0,0.0461
qwen2_audio_7b,1199,storytelling,0.8188,0.042,0.4304
qwen2_audio_7b,1200,unrestricted,0.594,0.042,0.318
qwen2_audio_7b,1201,unrestricted,0.7311,0.0645,0.3978
qwen2_audio_7b,1202,unrestricted,0.966,0.0741,0.52
qwen2_audio_7b,1203,unrestricted,0.5855,0.0446,0.3151
qwen2_audio_7b,1204,unrestricted,0.1974,0.0135,0.1055
qwen2_audio_7b,1205,unrestricted,0.6339,0.0388,0.3364
qwen2_audio_7b,1206,unrestricted,0.6329,0.07,0.3514
qwen2_audio_7b,1207,unrestricted,0.6814,0.0488,0.3651
qwen2_audio_7b,1208,unrestricted,0.8975,0.0316,0.4645
qwen2_audio_7b,1209,unrestricted,0.7954,0.0083,0.4019
qwen2_audio_7b,1210,unrestricted,0.7145,0.0659,0.3902
qwen2_audio_7b,1211,unrestricted,0.73,0.0403,0.3852
qwen2_audio_7b,1212,unrestricted,0.9478,0.0588,0.5033
qwen2_audio_7b,1213,unrestricted,0.7987,0.0667,0.4327
qwen2_audio_7b,1214,unrestricted,0.6913,0.0109,0.3511
qwen2_audio_7b,1215,unrestricted,0.8466,0.0645,0.4556
qwen2_audio_7b,1216,unrestricted,0.6851,0.0725,0.3788
qwen2_audio_7b,1217,unrestricted,0.6618,0.0741,0.3679
qwen2_audio_7b,1218,unrestricted,0.5782,0.0575,0.3178
qwen2_audio_7b,1219,unrestricted,0.968,0.0738,0.5209
qwen2_audio_7b,1220,unrestricted,0.8889,0.0395,0.4642
qwen2_audio_7b,1221,unrestricted,0.7,0.0769,0.3885
qwen2_audio_7b,1222,unrestricted,0.6558,0.0619,0.3588
qwen2_audio_7b,1223,unrestricted,0.508,0.0467,0.2774
qwen2_audio_7b,1224,unrestricted,0.5813,0.0417,0.3115
qwen2_audio_7b,1225,unrestricted,0.8972,0.0556,0.4764
qwen2_audio_7b,1226,unrestricted,0.7635,0.06,0.4118
